Order ID,Date,Customer ID,Company Name,Sales Person,Region,Item,Price,Quantity,Revenue,,,,,,,,,,
289,28-03-2018,20,Company T,Andrew James,Arizona,Item 5,289,1,289,,,,,,,,,,
290,29-03-2018,3,Company C,Anna Weber,Texas,Item 4,159,9,1431,,,,,,,,,,
291,30-03-2018,19,Company S,Oscar Knox,Arizona,Item 3,69,3,207,,,,,,,,,,
292,30-03-2018,1,Company A,Ben Wallace,Texas,Item 4,159,0,0,,,,,,,,,,
293,30-03-2018,2,Company B,Anna Weber,Texas,Item 2,199,7,1393,,,,,,,,,,
294,30-03-2018,16,Company P,Oscar Knox,Arizona,Item 4,159,2,318,,,,,,,,,,
295,31-03-2018,7,Company G,Laura Larsen,California,Item 3,69,3,207,,,,,,,,,,
296,31-03-2018,9,Company I,Kim Fishman,California,Item 3,69,4,276,,,,,,,,,,
297,31-03-2018,14,Company N,Michael Fox,New Mexico,Item 1,399,5,1995,,,,,,,,,,
298,31-03-2018,13,Company M,Anne Lee,New Mexico,Item 3,69,4,276,,,,,,,,,,
299,31-03-2018,12,Company L,Michael Fox,New Mexico,Item 2,199,8,1592,,,,,,,,,,
300,01-04-2018,7,Company G,Kim Fishman,California,Item 3,69,2,138,,,,,,,,,,
301,02-04-2018,10,Company J,Kim Fishman,California,Item 1,399,9,3591,,,,,,,,,,
302,03-04-2018,6,Company F,Laura Larsen,California,Item 3,69,6,414,,,,,,,,,,
303,04-04-2018,20,Company T,Oscar Knox,Arizona,Item 4,159,0,0,,,,,,,,,,
304,04-04-2018,2,Company B,Ben Wallace,Texas,Item 3,69,1,69,,,,,,,,,,
305,05-04-2018,8,Company H,Laura Larsen,California,Item 5,289,9,2601,,,,,,,,,,
306,05-04-2018,1,Company A,Anna Weber,Texas,Item 4,159,3,477,,,,,,,,,,
307,05-04-2018,4,Company D,Anna Weber,Texas,Item 2,199,5,995,,,,,,,,,,
308,05-04-2018,12,Company L,Michael Fox,New Mexico,Item 2,199,6,1194,,,,,,,,,,
309,06-04-2018,15,Company O,Michael Fox,New Mexico,Item 5,289,8,2312,,,,,,,,,,
310,06-04-2018,6,Company F,Laura Larsen,California,Item 3,69,0,0,,,,,,,,,,
311,07-04-2018,19,Company S,Oscar Knox,Arizona,Item 5,289,5,1445,,,,,,,,,,
312,07-04-2018,18,Company R,Oscar Knox,Arizona,Item 2,199,0,0,,,,,,,,,,
313,07-04-2018,7,Company G,Kim Fishman,California,Item 2,199,9,1791,,,,,,,,,,
314,07-04-2018,2,Company B,Ben Wallace,Texas,Item 2,199,5,995,,,,,,,,,,
315,08-04-2018,19,Company S,Oscar Knox,Arizona,Item 2,199,9,1791,,,,,,,,,,
316,08-04-2018,19,Company S,Oscar Knox,Arizona,Item 2,199,8,1592,,,,,,,,,,
317,09-04-2018,2,Company B,Anna Weber,Texas,Item 2,199,3,597,,,,,,,,,,
318,09-04-2018,5,Company E,Ben Wallace,Texas,Item 2,199,4,796,,,,,,,,,,
319,10-04-2018,14,Company N,Michael Fox,New Mexico,Item 3,69,3,207,,,,,,,,,,
320,11-04-2018,12,Company L,Anne Lee,New Mexico,Item 3,69,0,0,,,,,,,,,,
321,12-04-2018,9,Company I,Kim Fishman,California,Item 1,399,1,399,,,,,,,,,,
322,13-04-2018,2,Company B,Anna Weber,Texas,Item 5,289,8,2312,,,,,,,,,,
323,13-04-2018,19,Company S,Oscar Knox,Arizona,Item 5,289,3,867,,,,,,,,,,
324,14-04-2018,17,Company Q,Andrew James,Arizona,Item 4,159,4,636,,,,,,,,,,
325,14-04-2018,14,Company N,Anne Lee,New Mexico,Item 1,399,3,1197,,,,,,,,,,
326,14-04-2018,7,Company G,Kim Fishman,California,Item 3,69,2,138,,,,,,,,,,
327,14-04-2018,9,Company I,Laura Larsen,California,Item 2,199,9,1791,,,,,,,,,,
328,14-04-2018,8,Company H,Kim Fishman,California,Item 2,199,2,398,,,,,,,,,,
329,14-04-2018,14,Company N,Michael Fox,New Mexico,Item 5,289,4,1156,,,,,,,,,,
330,14-04-2018,7,Company G,Laura Larsen,California,Item 1,399,8,3192,,,,,,,,,,
331,14-04-2018,10,Company J,Laura Larsen,California,Item 1,399,9,3591,,,,,,,,,,
332,14-04-2018,6,Company F,Laura Larsen,California,Item 2,199,8,1592,,,,,,,,,,
333,14-04-2018,18,Company R,Oscar Knox,Arizona,Item 1,399,4,1596,,,,,,,,,,
334,15-04-2018,4,Company D,Ben Wallace,Texas,Item 5,289,6,1734,,,,,,,,,,
335,15-04-2018,2,Company B,Ben Wallace,Texas,Item 3,69,9,621,,,,,,,,,,
336,16-04-2018,4,Company D,Anna Weber,Texas,Item 4,159,9,1431,,,,,,,,,,
337,17-04-2018,11,Company K,Anne Lee,New Mexico,Item 3,69,8,552,,,,,,,,,,
338,17-04-2018,13,Company M,Michael Fox,New Mexico,Item 1,399,8,3192,,,,,,,,,,
339,18-04-2018,8,Company H,Kim Fishman,California,Item 3,69,6,414,,,,,,,,,,
340,19-04-2018,8,Company H,Laura Larsen,California,Item 4,159,6,954,,,,,,,,,,
341,19-04-2018,1,Company A,Anna Weber,Texas,Item 5,289,3,867,,,,,,,,,,
342,19-04-2018,19,Company S,Andrew James,Arizona,Item 3,69,1,69,,,,,,,,,,
343,19-04-2018,5,Company E,Anna Weber,Texas,Item 4,159,0,0,,,,,,,,,,
344,19-04-2018,9,Company I,Kim Fishman,California,Item 2,199,6,1194,,,,,,,,,,
345,19-04-2018,13,Company M,Michael Fox,New Mexico,Item 2,199,2,398,,,,,,,,,,
346,19-04-2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,2,138,,,,,,,,,,
347,19-04-2018,18,Company R,Oscar Knox,Arizona,Item 2,199,0,0,,,,,,,,,,
348,19-04-2018,19,Company S,Oscar Knox,Arizona,Item 5,289,1,289,,,,,,,,,,
349,19-04-2018,13,Company M,Anne Lee,New Mexico,Item 4,159,5,795,,,,,,,,,,
350,19-04-2018,3,Company C,Anna Weber,Texas,Item 1,399,1,399,,,,,,,,,,
351,19-04-2018,4,Company D,Ben Wallace,Texas,Item 3,69,6,414,,,,,,,,,,
352,19-04-2018,10,Company J,Laura Larsen,California,Item 4,159,9,1431,,,,,,,,,,
353,20-04-2018,4,Company D,Anna Weber,Texas,Item 1,399,1,399,,,,,,,,,,
354,20-04-2018,5,Company E,Anna Weber,Texas,Item 3,69,1,69,,,,,,,,,,
355,20-04-2018,17,Company Q,Oscar Knox,Arizona,Item 1,399,6,2394,,,,,,,,,,
356,21-04-2018,18,Company R,Andrew James,Arizona,Item 2,199,8,1592,,,,,,,,,,
357,21-04-2018,3,Company C,Ben Wallace,Texas,Item 1,399,2,798,,,,,,,,,,
358,22-04-2018,2,Company B,Anna Weber,Texas,Item 3,69,2,138,,,,,,,,,,
359,22-04-2018,1,Company A,Ben Wallace,Texas,Item 1,399,5,1995,,,,,,,,,,
360,22-04-2018,19,Company S,Oscar Knox,Arizona,Item 2,199,9,1791,,,,,,,,,,
361,22-04-2018,10,Company J,Kim Fishman,California,Item 3,69,7,483,,,,,,,,,,
362,22-04-2018,5,Company E,Anna Weber,Texas,Item 1,399,2,798,,,,,,,,,,
363,22-04-2018,5,Company E,Ben Wallace,Texas,Item 4,159,5,795,,,,,,,,,,
364,22-04-2018,16,Company P,Andrew James,Arizona,Item 4,159,9,1431,,,,,,,,,,
365,23-04-2018,7,Company G,Kim Fishman,California,Item 5,289,9,2601,,,,,,,,,,
366,23-04-2018,7,Company G,Laura Larsen,California,Item 3,69,0,0,,,,,,,,,,
367,24-04-2018,7,Company G,Kim Fishman,California,Item 5,289,2,578,,,,,,,,,,
368,24-04-2018,8,Company H,Kim Fishman,California,Item 5,289,6,1734,,,,,,,,,,
369,24-04-2018,6,Company F,Laura Larsen,California,Item 4,159,7,1113,,,,,,,,,,
370,24-04-2018,15,Company O,Anne Lee,New Mexico,Item 2,199,4,796,,,,,,,,,,
371,24-04-2018,18,Company R,Andrew James,Arizona,Item 4,159,8,1272,,,,,,,,,,
372,24-04-2018,7,Company G,Kim Fishman,California,Item 5,289,8,2312,,,,,,,,,,
373,24-04-2018,15,Company O,Michael Fox,New Mexico,Item 2,199,6,1194,,,,,,,,,,
374,25-04-2018,5,Company E,Anna Weber,Texas,Item 1,399,3,1197,,,,,,,,,,
375,25-04-2018,15,Company O,Anne Lee,New Mexico,Item 4,159,4,636,,,,,,,,,,
376,25-04-2018,16,Company P,Andrew James,Arizona,Item 3,69,3,207,,,,,,,,,,
377,25-04-2018,12,Company L,Anne Lee,New Mexico,Item 2,199,6,1194,,,,,,,,,,
378,25-04-2018,11,Company K,Michael Fox,New Mexico,Item 1,399,3,1197,,,,,,,,,,
379,25-04-2018,15,Company O,Michael Fox,New Mexico,Item 4,159,0,0,,,,,,,,,,
380,26-04-2018,19,Company S,Andrew James,Arizona,Item 4,159,5,795,,,,,,,,,,
381,27-04-2018,5,Company E,Anna Weber,Texas,Item 3,69,5,345,,,,,,,,,,
382,28-04-2018,7,Company G,Laura Larsen,California,Item 3,69,8,552,,,,,,,,,,
383,28-04-2018,2,Company B,Anna Weber,Texas,Item 4,159,7,1113,,,,,,,,,,
384,28-04-2018,1,Company A,Ben Wallace,Texas,Item 4,159,5,795,,,,,,,,,,
385,28-04-2018,17,Company Q,Andrew James,Arizona,Item 5,289,3,867,,,,,,,,,,
386,28-04-2018,3,Company C,Anna Weber,Texas,Item 1,399,2,798,,,,,,,,,,
387,28-04-2018,9,Company I,Laura Larsen,California,Item 4,159,8,1272,,,,,,,,,,
388,28-04-2018,20,Company T,Andrew James,Arizona,Item 3,69,4,276,,,,,,,,,,
389,28-04-2018,13,Company M,Anne Lee,New Mexico,Item 5,289,3,867,,,,,,,,,,
390,28-04-2018,1,Company A,Ben Wallace,Texas,Item 5,289,4,1156,,,,,,,,,,
391,28-04-2018,10,Company J,Laura Larsen,California,Item 2,199,0,0,,,,,,,,,,
392,29-04-2018,8,Company H,Kim Fishman,California,Item 5,289,0,0,,,,,,,,,,
393,29-04-2018,14,Company N,Anne Lee,New Mexico,Item 3,69,7,483,,,,,,,,,,
394,30-04-2018,18,Company R,Oscar Knox,Arizona,Item 2,199,3,597,,,,,,,,,,
395,01-05-2018,18,Company R,Oscar Knox,Arizona,Item 3,69,3,207,,,,,,,,,,
396,02-05-2018,14,Company N,Anne Lee,New Mexico,Item 4,159,5,795,,,,,,,,,,
397,02-05-2018,19,Company S,Andrew James,Arizona,Item 5,289,1,289,,,,,,,,,,
398,03-05-2018,18,Company R,Andrew James,Arizona,Item 4,159,0,0,,,,,,,,,,
399,03-05-2018,5,Company E,Ben Wallace,Texas,Item 1,399,7,2793,,,,,,,,,,
400,03-05-2018,19,Company S,Oscar Knox,Arizona,Item 5,289,6,1734,,,,,,,,,,
401,04-05-2018,5,Company E,Anna Weber,Texas,Item 3,69,0,0,,,,,,,,,,
402,05-05-2018,16,Company P,Andrew James,Arizona,Item 5,289,8,2312,,,,,,,,,,
403,05-05-2018,12,Company L,Anne Lee,New Mexico,Item 1,399,6,2394,,,,,,,,,,
404,06-05-2018,5,Company E,Anna Weber,Texas,Item 4,159,9,1431,,,,,,,,,,
405,06-05-2018,1,Company A,Anna Weber,Texas,Item 4,159,5,795,,,,,,,,,,
406,06-05-2018,6,Company F,Laura Larsen,California,Item 4,159,8,1272,,,,,,,,,,
407,06-05-2018,16,Company P,Andrew James,Arizona,Item 3,69,7,483,,,,,,,,,,
408,06-05-2018,4,Company D,Ben Wallace,Texas,Item 5,289,6,1734,,,,,,,,,,
409,06-05-2018,16,Company P,Oscar Knox,Arizona,Item 2,199,3,597,,,,,,,,,,
410,06-05-2018,16,Company P,Andrew James,Arizona,Item 4,159,4,636,,,,,,,,,,
411,06-05-2018,8,Company H,Laura Larsen,California,Item 4,159,4,636,,,,,,,,,,
412,06-05-2018,13,Company M,Michael Fox,New Mexico,Item 3,69,7,483,,,,,,,,,,
413,06-05-2018,3,Company C,Ben Wallace,Texas,Item 2,199,1,199,,,,,,,,,,
414,07-05-2018,19,Company S,Oscar Knox,Arizona,Item 3,69,6,414,,,,,,,,,,
415,08-05-2018,17,Company Q,Andrew James,Arizona,Item 4,159,7,1113,,,,,,,,,,
416,08-05-2018,13,Company M,Michael Fox,New Mexico,Item 2,199,1,199,,,,,,,,,,
417,09-05-2018,2,Company B,Anna Weber,Texas,Item 1,399,1,399,,,,,,,,,,
418,10-05-2018,6,Company F,Laura Larsen,California,Item 4,159,9,1431,,,,,,,,,,
419,10-05-2018,14,Company N,Michael Fox,New Mexico,Item 2,199,3,597,,,,,,,,,,
420,11-05-2018,18,Company R,Andrew James,Arizona,Item 4,159,9,1431,,,,,,,,,,
421,11-05-2018,6,Company F,Laura Larsen,California,Item 4,159,4,636,,,,,,,,,,
422,12-05-2018,4,Company D,Ben Wallace,Texas,Item 4,159,9,1431,,,,,,,,,,
423,12-05-2018,5,Company E,Ben Wallace,Texas,Item 3,69,4,276,,,,,,,,,,
424,12-05-2018,1,Company A,Ben Wallace,Texas,Item 3,69,8,552,,,,,,,,,,
425,12-05-2018,1,Company A,Ben Wallace,Texas,Item 5,289,7,2023,,,,,,,,,,
426,12-05-2018,17,Company Q,Andrew James,Arizona,Item 2,199,8,1592,,,,,,,,,,
427,13-05-2018,5,Company E,Anna Weber,Texas,Item 2,199,6,1194,,,,,,,,,,
428,13-05-2018,13,Company M,Anne Lee,New Mexico,Item 3,69,3,207,,,,,,,,,,
429,14-05-2018,18,Company R,Andrew James,Arizona,Item 3,69,9,621,,,,,,,,,,
430,15-05-2018,16,Company P,Andrew James,Arizona,Item 5,289,7,2023,,,,,,,,,,
431,15-05-2018,4,Company D,Ben Wallace,Texas,Item 5,289,6,1734,,,,,,,,,,
432,15-05-2018,2,Company B,Anna Weber,Texas,Item 1,399,3,1197,,,,,,,,,,
433,15-05-2018,3,Company C,Anna Weber,Texas,Item 5,289,0,0,,,,,,,,,,
434,15-05-2018,9,Company I,Kim Fishman,California,Item 5,289,5,1445,,,,,,,,,,
435,15-05-2018,8,Company H,Laura Larsen,California,Item 5,289,5,1445,,,,,,,,,,
436,15-05-2018,17,Company Q,Andrew James,Arizona,Item 2,199,0,0,,,,,,,,,,
437,15-05-2018,2,Company B,Ben Wallace,Texas,Item 3,69,7,483,,,,,,,,,,
438,15-05-2018,2,Company B,Ben Wallace,Texas,Item 3,69,6,414,,,,,,,,,,
439,15-05-2018,16,Company P,Andrew James,Arizona,Item 4,159,1,159,,,,,,,,,,
440,15-05-2018,19,Company S,Andrew James,Arizona,Item 3,69,8,552,,,,,,,,,,
441,15-05-2018,18,Company R,Andrew James,Arizona,Item 2,199,6,1194,,,,,,,,,,
442,15-05-2018,1,Company A,Anna Weber,Texas,Item 1,399,1,399,,,,,,,,,,
443,15-05-2018,14,Company N,Michael Fox,New Mexico,Item 3,69,6,414,,,,,,,,,,
444,16-05-2018,17,Company Q,Andrew James,Arizona,Item 3,69,7,483,,,,,,,,,,
445,16-05-2018,9,Company I,Laura Larsen,California,Item 2,199,2,398,,,,,,,,,,
446,16-05-2018,18,Company R,Andrew James,Arizona,Item 3,69,7,483,,,,,,,,,,
447,16-05-2018,16,Company P,Andrew James,Arizona,Item 1,399,5,1995,,,,,,,,,,
448,16-05-2018,10,Company J,Kim Fishman,California,Item 4,159,1,159,,,,,,,,,,
449,16-05-2018,10,Company J,Kim Fishman,California,Item 5,289,6,1734,,,,,,,,,,
450,16-05-2018,5,Company E,Ben Wallace,Texas,Item 5,289,8,2312,,,,,,,,,,
451,16-05-2018,10,Company J,Kim Fishman,California,Item 3,69,7,483,,,,,,,,,,
452,16-05-2018,7,Company G,Laura Larsen,California,Item 3,69,3,207,,,,,,,,,,
453,16-05-2018,6,Company F,Laura Larsen,California,Item 1,399,3,1197,,,,,,,,,,
454,16-05-2018,13,Company M,Michael Fox,New Mexico,Item 4,159,8,1272,,,,,,,,,,
455,17-05-2018,14,Company N,Anne Lee,New Mexico,Item 3,69,9,621,,,,,,,,,,
456,17-05-2018,3,Company C,Anna Weber,Texas,Item 1,399,7,2793,,,,,,,,,,
457,17-05-2018,3,Company C,Anna Weber,Texas,Item 4,159,9,1431,,,,,,,,,,
458,17-05-2018,12,Company L,Anne Lee,New Mexico,Item 2,199,3,597,,,,,,,,,,
459,17-05-2018,5,Company E,Ben Wallace,Texas,Item 4,159,1,159,,,,,,,,,,
460,18-05-2018,11,Company K,Anne Lee,New Mexico,Item 4,159,4,636,,,,,,,,,,
461,18-05-2018,7,Company G,Laura Larsen,California,Item 1,399,0,0,,,,,,,,,,
462,18-05-2018,1,Company A,Anna Weber,Texas,Item 1,399,3,1197,,,,,,,,,,
463,19-05-2018,10,Company J,Kim Fishman,California,Item 1,399,9,3591,,,,,,,,,,
464,19-05-2018,4,Company D,Ben Wallace,Texas,Item 5,289,2,578,,,,,,,,,,
465,19-05-2018,11,Company K,Anne Lee,New Mexico,Item 4,159,9,1431,,,,,,,,,,
466,19-05-2018,2,Company B,Anna Weber,Texas,Item 4,159,3,477,,,,,,,,,,
467,19-05-2018,4,Company D,Anna Weber,Texas,Item 2,199,0,0,,,,,,,,,,
468,19-05-2018,18,Company R,Andrew James,Arizona,Item 4,159,9,1431,,,,,,,,,,
469,20-05-2018,2,Company B,Anna Weber,Texas,Item 5,289,1,289,,,,,,,,,,
470,20-05-2018,14,Company N,Michael Fox,New Mexico,Item 1,399,9,3591,,,,,,,,,,
471,21-05-2018,5,Company E,Ben Wallace,Texas,Item 5,289,4,1156,,,,,,,,,,
472,22-05-2018,5,Company E,Anna Weber,Texas,Item 1,399,3,1197,,,,,,,,,,
473,23-05-2018,13,Company M,Michael Fox,New Mexico,Item 5,289,8,2312,,,,,,,,,,
474,23-05-2018,18,Company R,Andrew James,Arizona,Item 1,399,3,1197,,,,,,,,,,
475,23-05-2018,13,Company M,Michael Fox,New Mexico,Item 2,199,2,398,,,,,,,,,,
476,23-05-2018,8,Company H,Kim Fishman,California,Item 4,159,3,477,,,,,,,,,,
477,23-05-2018,7,Company G,Kim Fishman,California,Item 5,289,5,1445,,,,,,,,,,
478,23-05-2018,6,Company F,Kim Fishman,California,Item 4,159,3,477,,,,,,,,,,
479,23-05-2018,7,Company G,Kim Fishman,California,Item 4,159,2,318,,,,,,,,,,
480,23-05-2018,18,Company R,Oscar Knox,Arizona,Item 3,69,9,621,,,,,,,,,,
481,24-05-2018,17,Company Q,Oscar Knox,Arizona,Item 5,289,3,867,,,,,,,,,,
482,24-05-2018,11,Company K,Michael Fox,New Mexico,Item 3,69,6,414,,,,,,,,,,
483,24-05-2018,16,Company P,Oscar Knox,Arizona,Item 3,69,6,414,,,,,,,,,,
484,24-05-2018,4,Company D,Ben Wallace,Texas,Item 2,199,4,796,,,,,,,,,,
485,25-05-2018,16,Company P,Oscar Knox,Arizona,Item 2,199,7,1393,,,,,,,,,,
486,25-05-2018,8,Company H,Kim Fishman,California,Item 4,159,4,636,,,,,,,,,,
487,25-05-2018,4,Company D,Ben Wallace,Texas,Item 5,289,4,1156,,,,,,,,,,
488,25-05-2018,20,Company T,Oscar Knox,Arizona,Item 4,159,2,318,,,,,,,,,,
489,25-05-2018,13,Company M,Michael Fox,New Mexico,Item 4,159,7,1113,,,,,,,,,,
490,25-05-2018,13,Company M,Michael Fox,New Mexico,Item 4,159,4,636,,,,,,,,,,
491,25-05-2018,17,Company Q,Andrew James,Arizona,Item 3,69,3,207,,,,,,,,,,
492,25-05-2018,3,Company C,Anna Weber,Texas,Item 5,289,6,1734,,,,,,,,,,
493,26-05-2018,9,Company I,Laura Larsen,California,Item 1,399,2,798,,,,,,,,,,
494,26-05-2018,16,Company P,Andrew James,Arizona,Item 4,159,9,1431,,,,,,,,,,
495,26-05-2018,13,Company M,Michael Fox,New Mexico,Item 2,199,5,995,,,,,,,,,,
496,26-05-2018,9,Company I,Kim Fishman,California,Item 5,289,6,1734,,,,,,,,,,
497,26-05-2018,4,Company D,Ben Wallace,Texas,Item 5,289,1,289,,,,,,,,,,
498,26-05-2018,8,Company H,Laura Larsen,California,Item 3,69,8,552,,,,,,,,,,
499,26-05-2018,18,Company R,Oscar Knox,Arizona,Item 2,199,8,1592,,,,,,,,,,
500,26-05-2018,4,Company D,Anna Weber,Texas,Item 5,289,6,1734,,,,,,,,,,
501,27-05-2018,2,Company B,Anna Weber,Texas,Item 2,199,5,995,,,,,,,,,,
502,27-05-2018,2,Company B,Anna Weber,Texas,Item 2,199,0,0,,,,,,,,,,
503,27-05-2018,10,Company J,Laura Larsen,California,Item 5,289,8,2312,,,,,,,,,,
504,28-05-2018,9,Company I,Kim Fishman,California,Item 2,199,6,1194,,,,,,,,,,
505,29-05-2018,12,Company L,Anne Lee,New Mexico,Item 2,199,2,398,,,,,,,,,,
506,29-05-2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,4,276,,,,,,,,,,
507,29-05-2018,2,Company B,Ben Wallace,Texas,Item 1,399,9,3591,,,,,,,,,,
508,29-05-2018,19,Company S,Andrew James,Arizona,Item 1,399,6,2394,,,,,,,,,,
509,30-05-2018,19,Company S,Oscar Knox,Arizona,Item 4,159,8,1272,,,,,,,,,,
510,30-05-2018,2,Company B,Anna Weber,Texas,Item 3,69,5,345,,,,,,,,,,
511,30-05-2018,19,Company S,Oscar Knox,Arizona,Item 5,289,9,2601,,,,,,,,,,
512,30-05-2018,2,Company B,Ben Wallace,Texas,Item 3,69,9,621,,,,,,,,,,
513,31-05-2018,14,Company N,Anne Lee,New Mexico,Item 3,69,3,207,,,,,,,,,,
514,01-06-2018,14,Company N,Michael Fox,New Mexico,Item 3,69,0,0,,,,,,,,,,
515,01-06-2018,8,Company H,Laura Larsen,California,Item 5,289,4,1156,,,,,,,,,,
516,01-06-2018,4,Company D,Ben Wallace,Texas,Item 5,289,3,867,,,,,,,,,,
517,02-06-2018,19,Company S,Oscar Knox,Arizona,Item 5,289,4,1156,,,,,,,,,,
518,02-06-2018,9,Company I,Kim Fishman,California,Item 2,199,7,1393,,,,,,,,,,
519,03-06-2018,5,Company E,Ben Wallace,Texas,Item 2,199,9,1791,,,,,,,,,,
520,03-06-2018,18,Company R,Oscar Knox,Arizona,Item 1,399,7,2793,,,,,,,,,,
521,03-06-2018,5,Company E,Ben Wallace,Texas,Item 5,289,3,867,,,,,,,,,,
522,03-06-2018,12,Company L,Anne Lee,New Mexico,Item 2,199,9,1791,,,,,,,,,,
523,03-06-2018,18,Company R,Oscar Knox,Arizona,Item 5,289,7,2023,,,,,,,,,,
524,03-06-2018,4,Company D,Anna Weber,Texas,Item 3,69,9,621,,,,,,,,,,
525,03-06-2018,7,Company G,Kim Fishman,California,Item 4,159,3,477,,,,,,,,,,
526,03-06-2018,20,Company T,Andrew James,Arizona,Item 5,289,7,2023,,,,,,,,,,
527,03-06-2018,1,Company A,Ben Wallace,Texas,Item 5,289,7,2023,,,,,,,,,,
528,03-06-2018,4,Company D,Anna Weber,Texas,Item 5,289,9,2601,,,,,,,,,,
529,03-06-2018,13,Company M,Anne Lee,New Mexico,Item 2,199,8,1592,,,,,,,,,,
530,03-06-2018,16,Company P,Andrew James,Arizona,Item 1,399,7,2793,,,,,,,,,,
531,04-06-2018,8,Company H,Kim Fishman,California,Item 2,199,3,597,,,,,,,,,,
532,04-06-2018,11,Company K,Anne Lee,New Mexico,Item 1,399,8,3192,,,,,,,,,,
533,05-06-2018,8,Company H,Laura Larsen,California,Item 2,199,5,995,,,,,,,,,,
534,05-06-2018,7,Company G,Laura Larsen,California,Item 4,159,9,1431,,,,,,,,,,
535,05-06-2018,19,Company S,Oscar Knox,Arizona,Item 2,199,2,398,,,,,,,,,,
536,05-06-2018,17,Company Q,Andrew James,Arizona,Item 3,69,0,0,,,,,,,,,,
537,06-06-2018,9,Company I,Laura Larsen,California,Item 2,199,1,199,,,,,,,,,,
538,06-06-2018,8,Company H,Laura Larsen,California,Item 2,199,2,398,,,,,,,,,,
539,07-06-2018,19,Company S,Oscar Knox,Arizona,Item 2,199,0,0,,,,,,,,,,
540,08-06-2018,9,Company I,Laura Larsen,California,Item 4,159,3,477,,,,,,,,,,
541,08-06-2018,9,Company I,Laura Larsen,California,Item 5,289,9,2601,,,,,,,,,,
542,08-06-2018,9,Company I,Laura Larsen,California,Item 1,399,5,1995,,,,,,,,,,
543,08-06-2018,20,Company T,Andrew James,Arizona,Item 4,159,5,795,,,,,,,,,,
544,09-06-2018,9,Company I,Laura Larsen,California,Item 5,289,6,1734,,,,,,,,,,
545,09-06-2018,14,Company N,Anne Lee,New Mexico,Item 1,399,0,0,,,,,,,,,,
546,10-06-2018,4,Company D,Ben Wallace,Texas,Item 2,199,5,995,,,,,,,,,,
547,11-06-2018,6,Company F,Kim Fishman,California,Item 3,69,7,483,,,,,,,,,,
548,11-06-2018,2,Company B,Ben Wallace,Texas,Item 2,199,7,1393,,,,,,,,,,
549,11-06-2018,17,Company Q,Oscar Knox,Arizona,Item 2,199,2,398,,,,,,,,,,
550,11-06-2018,18,Company R,Oscar Knox,Arizona,Item 4,159,0,0,,,,,,,,,,
551,11-06-2018,5,Company E,Anna Weber,Texas,Item 3,69,5,345,,,,,,,,,,
552,11-06-2018,2,Company B,Ben Wallace,Texas,Item 5,289,5,1445,,,,,,,,,,
553,11-06-2018,11,Company K,Michael Fox,New Mexico,Item 1,399,0,0,,,,,,,,,,
554,12-06-2018,19,Company S,Oscar Knox,Arizona,Item 2,199,4,796,,,,,,,,,,
555,12-06-2018,6,Company F,Kim Fishman,California,Item 2,199,9,1791,,,,,,,,,,
556,12-06-2018,10,Company J,Laura Larsen,California,Item 1,399,0,0,,,,,,,,,,
557,12-06-2018,5,Company E,Ben Wallace,Texas,Item 4,159,1,159,,,,,,,,,,
558,13-06-2018,14,Company N,Anne Lee,New Mexico,Item 1,399,9,3591,,,,,,,,,,
559,13-06-2018,2,Company B,Ben Wallace,Texas,Item 5,289,2,578,,,,,,,,,,
560,13-06-2018,15,Company O,Anne Lee,New Mexico,Item 5,289,5,1445,,,,,,,,,,
561,14-06-2018,13,Company M,Michael Fox,New Mexico,Item 5,289,3,867,,,,,,,,,,
562,15-06-2018,17,Company Q,Andrew James,Arizona,Item 5,289,6,1734,,,,,,,,,,
563,16-06-2018,13,Company M,Michael Fox,New Mexico,Item 1,399,0,0,,,,,,,,,,
564,16-06-2018,15,Company O,Michael Fox,New Mexico,Item 1,399,6,2394,,,,,,,,,,
565,16-06-2018,1,Company A,Anna Weber,Texas,Item 2,199,0,0,,,,,,,,,,
566,16-06-2018,10,Company J,Kim Fishman,California,Item 4,159,8,1272,,,,,,,,,,
567,16-06-2018,1,Company A,Ben Wallace,Texas,Item 4,159,8,1272,,,,,,,,,,
568,16-06-2018,14,Company N,Anne Lee,New Mexico,Item 1,399,0,0,,,,,,,,,,
569,17-06-2018,18,Company R,Oscar Knox,Arizona,Item 4,159,7,1113,,,,,,,,,,
570,18-06-2018,3,Company C,Ben Wallace,Texas,Item 5,289,3,867,,,,,,,,,,
571,18-06-2018,3,Company C,Ben Wallace,Texas,Item 5,289,1,289,,,,,,,,,,
572,18-06-2018,11,Company K,Anne Lee,New Mexico,Item 4,159,4,636,,,,,,,,,,
573,19-06-2018,20,Company T,Oscar Knox,Arizona,Item 1,399,5,1995,,,,,,,,,,
574,20-06-2018,5,Company E,Anna Weber,Texas,Item 4,159,3,477,,,,,,,,,,
575,20-06-2018,18,Company R,Andrew James,Arizona,Item 3,69,1,69,,,,,,,,,,
576,20-06-2018,4,Company D,Ben Wallace,Texas,Item 3,69,3,207,,,,,,,,,,
577,20-06-2018,12,Company L,Michael Fox,New Mexico,Item 4,159,6,954,,,,,,,,,,
578,21-06-2018,14,Company N,Michael Fox,New Mexico,Item 1,399,9,3591,,,,,,,,,,
